"","ligand","receptor","species"
"2275","VEGFA","TYRO3","Human"
"2276","MDK","LRP2","Human"
"2277","PLAU","LRP2","Human"
"2278","LRPAP1","LRP2","Human"
"2279","ARPC5","LRP2","Human"
"2280","AGT","LRP2","Human"
"2281","GC","LRP2","Human"
"2282","AVP","LRP2","Human"
"2283","ALB","LRP2","Human"
"2284","APOA2","LRP2","Human"
"2285","AGRN","LRP2","Human"
"2286","GPC3","LRP2","Human"
"2287","TF","LRP2","Human"
"2288","INS","LRP2","Human"
"2289","LPA","LRP2","Human"
"2290","APOA4","LRP2","Human"
"2291","EGF","LRP2","Human"
"2292","CUBN","LRP2","Human"
"2293","HSPA8","LRP2","Human"
"2294","SCGB1A1","LRP2","Human"
"2295","APOC2","LRP2","Human"
"2296","HSPG2","LRP2","Human"
"2297","LPL","LRP2","Human"
"2298","WNT5A","LRP2","Human"
"2299","SHH","LRP2","Human"
"2300","LCN2","LRP2","Human"
"2301","ACTR2","LRP2","Human"
"2302","LEP","LRP2","Human"
"2303","PDGFC","KDR","Human"
"2304","VEGFC","KDR","Human"
"2305","GREM1","KDR","Human"
"2306","VEGFD","KDR","Human"
"2307","TIMP3","KDR","Human"
"2308","SEMA6D","KDR","Human"
"2309","CXCL8","KDR","Human"
"2310","COL18A1","KDR","Human"
"2311","VEGFA","KDR","Human"
"2312","TNFSF12","TNFRSF8","Human"
"2313","AFDN","NECTIN1","Human"
"2314","WNT5A","MCAM","Human"
"2315","LAMA1","GPC1","Human"
"2316","TDGF1","GPC1","Human"
"2317","BMP2","GPC1","Human"
"2318","SLIT1","GPC1","Human"
"2319","NRG1","GPC1","Human"
"2320","APP","GPC1","Human"
"2321","SERPINC1","GPC1","Human"
"2322","COL18A1","GPC1","Human"
"2323","SLIT2","GPC1","Human"
"2324","SHH","GPC1","Human"
"2325","VEGFA","GPC1","Human"
"2326","CD274","CD80","Human"
"2327","IL1F10","IL1RL2","Human"
"2328","IL18","IL1RL2","Human"
"2329","IL18","IL18RAP","Human"
"2330","RTN4","CNTNAP1","Human"
"2331","TNC","ITGA9","Human"
"2332","VEGFC","ITGA9","Human"
"2333","ADAM2","ITGA9","Human"
"2334","PLG","ITGA9","Human"
"2335","SPP1","ITGA9","Human"
"2336","F13A1","ITGA9","Human"
"2337","VEGFD","ITGA9","Human"
"2338","ADAM12","ITGA9","Human"
"2339","VCAM1","ITGA9","Human"
"2340","TGM2","ITGA9","Human"
"2341","VEGFA","ITGA9","Human"
"2342","CSF2","ITGA9","Human"
"2343","ADAM15","ITGA9","Human"
"2344","FN1","ITGA9","Human"
"2345","NPPC","NPR3","Human"
"2346","NPPB","NPR3","Human"
"2347","OSTN","NPR3","Human"
"2348","VIP","NPR3","Human"
"2349","NPPA","NPR3","Human"
"2350","AGT","ENPEP","Human"
"2351","VEGFB","NRP1","Human"
"2352","SEMA3D","NRP1","Human"
"2353","SEMA3B","NRP1","Human"
"2354","PGF","NRP1","Human"
"2355","SEMA3E","NRP1","Human"
"2356","SEMA4A","NRP1","Human"
"2357","FGF1","NRP1","Human"
"2358","CNTN2","NRP1","Human"
"2359","VEGFA","NRP1","Human"
"2360","FGF7","NRP1","Human"
"2361","NXPH1","NRXN2","Human"
"2362","NLGN2","NRXN2","Human"
"2363","NXPH3","NRXN2","Human"
"2364","AFDN","NRXN2","Human"
"2365","NLGN1","NRXN2","Human"
"2366","NLGN3","NRXN2","Human"
"2367","PDYN","OPRK1","Human"
"2368","POMC","OPRK1","Human"
"2369","PENK","OPRK1","Human"
"2370","CALM2","CACNA1C","Human"
"2371","NCAM1","CACNA1C","Human"
"2372","RIMS1","CACNA1C","Human"
"2373","CALM1","CACNA1C","Human"
"2374","CALM3","CACNA1C","Human"
"2375","RSPO2","LGR5","Human"
"2376","RSPO3","LGR5","Human"
"2377","RSPO1","LGR5","Human"
"2378","WNT3A","LGR5","Human"
"2379","VCAM1","ITGB7","Human"
"2380","FN1","ITGB7","Human"
"2381","NRG3","ERBB3","Human"
"2382","NRG1","ERBB3","Human"
"2383","AREG","ERBB3","Human"
"2384","L1CAM","ERBB3","Human"
"2385","TGFA","ERBB3","Human"
"2386","NRG2","ERBB3","Human"
"2387","BTC","ERBB3","Human"
"2388","SCGB1A1","LMBR1L","Human"
"2389","SST","SSTR1","Human"
"2390","CORT","SSTR1","Human"
"2391","GPC3","IGF1R","Human"
"2392","INS","IGF1R","Human"
"2393","IGF2","IGF1R","Human"
"2394","GNAI2","IGF1R","Human"
"2395","IGF1","IGF1R","Human"
"2396","CAMP","IGF1R","Human"
"2397","HSP90B1","ASGR1","Human"
"2398","HP","ASGR1","Human"
"2399","S100A4","ERBB2","Human"
"2400","NRG3","ERBB2","Human"
"2401","SEMA4D","ERBB2","Human"
"2402","NRG1","ERBB2","Human"
"2403","HLA-A","ERBB2","Human"
"2404","NRG4","ERBB2","Human"
"2405","HSP90B1","ERBB2","Human"
"2406","L1CAM","ERBB2","Human"
"2407","TGFA","ERBB2","Human"
"2408","NRG2","ERBB2","Human"
"2409","HSP90AA1","ERBB2","Human"
"2410","BTC","ERBB2","Human"
"2411","IFNW1","IFNAR1","Human"
"2412","IFNA16","IFNAR1","Human"
"2413","IFNA14","IFNAR1","Human"
"2414","IFNA17","IFNAR1","Human"
"2415","IFNA4","IFNAR1","Human"
"2416","IFNA13","IFNAR1","Human"
"2417","IFNA5","IFNAR1","Human"
"2418","IFNA1","IFNAR1","Human"
"2419","IFNB1","IFNAR1","Human"
"2420","IFNA6","IFNAR1","Human"
"2421","IFNA10","IFNAR1","Human"
"2422","IFNA8","IFNAR1","Human"
"2423","IFNE","IFNAR1","Human"
"2424","MMP9","IFNAR1","Human"
"2425","IFNA21","IFNAR1","Human"
"2426","IFNA2","IFNAR1","Human"
"2427","IL20","IL22RA1","Human"
"2428","IL22","IL22RA1","Human"
"2429","IL24","IL22RA1","Human"
"2430","TNF","CELSR2","Human"
"2431","SYK","FCGR2A","Human"
"2432","CXCL9","FCGR2A","Human"
"2433","PTPN11","FCRL4","Human"
"2434","PTPN6","FCRL4","Human"
"2435","TFF1","FCRL4","Human"
"2436","PTH","PTH2R","Human"
"2437","PTHLH","PTH2R","Human"
"2438","CALM1","PTH2R","Human"
"2439","CXCL12","ACKR3","Human"
"2440","CXCL11","ACKR3","Human"
"2441","IL31","OSMR","Human"
"2442","NRTN","GFRA3","Human"
"2443","GDNF","GFRA3","Human"
"2444","ARTN","GFRA3","Human"
"2445","BCAN","EGFR","Human"
"2446","S100A4","EGFR","Human"
"2447","ZP3","EGFR","Human"
"2448","NRG1","EGFR","Human"
"2449","AREG","EGFR","Human"
"2450","FGF1","EGFR","Human"
"2451","NRG4","EGFR","Human"
"2452","ANXA1","EGFR","Human"
"2453","L1CAM","EGFR","Human"
"2454","EFEMP1","EGFR","Human"
"2455","FGL1","EGFR","Human"
"2456","TGFA","EGFR","Human"
"2457","ARF4","EGFR","Human"
"2458","GNAI2","EGFR","Human"
"2459","ANG","EGFR","Human"
"2460","FGF13","EGFR","Human"
"2461","GSTP1","EGFR","Human"
"2462","HSP90AA1","EGFR","Human"
"2463","CAMP","EGFR","Human"
"2464","CNTF","EGFR","Human"
"2465","BTC","EGFR","Human"
"2466","CCN2","EGFR","Human"
"2467","LRIG2","EGFR","Human"
"2468","EPGN","EGFR","Human"
"2469","VEGFA","EGFR","Human"
"2470","CALM1","EGFR","Human"
"2471","SPINK1","EGFR","Human"
"2472","CALM3","EGFR","Human"
"2473","EFNA3","EPHA1","Human"
"2474","EFNA1","EPHA1","Human"
"2475","EFNA5","EPHA1","Human"
"2476","EFNA4","EPHA1","Human"
"2477","LIN7C","HTR2C","Human"
"2478","CALM1","HTR2C","Human"
"2479","FASLG","TNFRSF10B","Human"
"2480","NTF4","NTRK2","Human"
"2481","NTF3","NTRK2","Human"
"2482","BDNF","NTRK2","Human"
"2483","DLK1","NOTCH1","Human"
"2484","DLL1","NOTCH1","Human"
"2485","MFNG","NOTCH1","Human"
"2486","PSEN1","NOTCH1","Human"
"2487","TNF","NOTCH1","Human"
"2488","WNT4","NOTCH1","Human"
"2489","DLK2","NOTCH1","Human"
"2490","ADAM17","NOTCH1","Human"
"2491","MFAP5","NOTCH1","Human"
"2492","MFAP2","NOTCH1","Human"
"2493","RBP3","NOTCH1","Human"
"2494","JAG2","NOTCH1","Human"
"2495","NTNG2","LRRC4C","Human"
"2496","NTNG1","LRRC4C","Human"
"2497","PLAU","ST14","Human"
"2498","SPINT1","ST14","Human"
"2499","PDYN","ADRA2A","Human"
"2500","GNAI2","ADRA2A","Human"
"2501","AGT","ADRA2A","Human"
"2502","CXCL12","ADRA2A","Human"
"2503","CXCL3","ADRA2A","Human"
"2504","CCL5","ADRA2A","Human"
"2505","CXCL11","ADRA2A","Human"
"2506","NMS","ADRA2A","Human"
"2507","APLN","ADRA2A","Human"
"2508","SST","ADRA2A","Human"
"2509","INSL5","ADRA2A","Human"
"2510","NPY","ADRA2A","Human"
"2511","CCL25","ADRA2A","Human"
"2512","POMC","ADRA2A","Human"
"2513","SAA1","ADRA2A","Human"
"2514","CXCL8","ADRA2A","Human"
"2515","PYY","ADRA2A","Human"
"2516","CCL16","ADRA2A","Human"
"2517","CXCL2","ADRA2A","Human"
"2518","CXCL13","ADRA2A","Human"
"2519","CXCL10","ADRA2A","Human"
"2520","PPBP","ADRA2A","Human"
"2521","PMCH","ADRA2A","Human"
"2522","CXCL5","ADRA2A","Human"
"2523","CCL19","ADRA2A","Human"
"2524","PNOC","ADRA2A","Human"
"2525","APP","ADRA2A","Human"
"2526","CXCL1","ADRA2A","Human"
"2527","NPB","ADRA2A","Human"
"2528","PPY","ADRA2A","Human"
"2529","CXCL9","ADRA2A","Human"
"2530","CXCL16","ADRA2A","Human"
"2531","CCL20","ADRA2A","Human"
"2532","NPW","ADRA2A","Human"
"2533","PENK","ADRA2A","Human"
"2534","CCL28","ADRA2A","Human"
"2535","RLN3","ADRA2A","Human"
"2536","PF4","ADRA2A","Human"
"2537","CORT","ADRA2A","Human"
"2538","ANXA1","ADRA2A","Human"
"2539","PMCH","MCHR2","Human"
"2540","EFNA3","EPHA4","Human"
"2541","EFNA1","EPHA4","Human"
"2542","EFNA5","EPHA4","Human"
"2543","EFNA4","EPHA4","Human"
"2544","PDGFC","FLT1","Human"
"2545","VEGFC","FLT1","Human"
"2546","PLG","FLT1","Human"
"2547","PGF","FLT1","Human"
"2548","VEGFD","FLT1","Human"
"2549","VEGFB","FLT1","Human"
"2550","VEGFA","FLT1","Human"
"2551","SORBS1","ITGA1","Human"
"2552","COL4A6","ITGA1","Human"
"2553","COL4A5","ITGA1","Human"
"2554","LAMA2","ITGA1","Human"
"2555","LAMA1","ITGA1","Human"
"2556","COL6A1","ITGA1","Human"
"2557","COL4A4","ITGA1","Human"
"2558","COL5A1","ITGA1","Human"
"2559","COL6A2","ITGA1","Human"
"2560","COL4A3","ITGA1","Human"
"2561","COL2A1","ITGA1","Human"
"2562","VEGFD","ITGA1","Human"
"2563","COL6A3","ITGA1","Human"
"2564","COL5A2","ITGA1","Human"
"2565","COL1A2","ITGA1","Human"
"2566","MATN1","ITGA1","Human"
"2567","COL4A1","ITGA1","Human"
"2568","PLA2G10","PLA2R1","Human"
"2569","FBN1","ITGB6","Human"
"2570","FN1","ITGB6","Human"
"2571","FYN","THY1","Human"
"2572","SFTPD","LY96","Human"
"2573","BGN","LY96","Human"
"2574","WNT11","FZD7","Human"
"2575","WNT1","FZD7","Human"
"2576","CSF1","CSF1R","Human"
"2577","CSF2","CSF1R","Human"
"2578","IL34","CSF1R","Human"
"2579","GNAS","ADCY8","Human"
"2580","GNAI2","ADCY8","Human"
"2581","CALM1","ADCY8","Human"
"2582","CALM3","ADCY8","Human"
"2583","WNT4","FZD1","Human"
"2584","WNT7B","FZD1","Human"
"2585","WNT1","FZD1","Human"
"2586","IL25","IL17RB","Human"
"2587","B2M","CD1A","Human"
"2588","GNAS","HTR6","Human"
"2589","IFNL2","IL10RB","Human"
"2590","IL22","IL10RB","Human"
"2591","IFNL1","IL10RB","Human"
"2592","IL10","IL10RB","Human"
"2593","IL24","IL10RB","Human"
"2594","UCN3","IL10RB","Human"
"2595","IFNL3","IL10RB","Human"
"2596","PENK","OGFR","Human"
"2597","PIP","NPTN","Human"
"2598","GPI","AMFR","Human"
"2599","TNFSF13B","TNFRSF13C","Human"
"2600","GHRL","PTGIR","Human"
"2601","GNAS","PTGIR","Human"
"2602","DEFB103B","CCR2","Human"
"2603","CCL11","CCR2","Human"
"2604","DEFB103A","CCR2","Human"
"2605","CCL7","CCR2","Human"
"2606","CCL16","CCR2","Human"
"2607","CCL24","CCR2","Human"
"2608","DEFB106A","CCR2","Human"
"2609","CCL26","CCR2","Human"
"2610","CCL8","CCR2","Human"
"2611","GNAI2","CCR5","Human"
"2612","S100A4","CCR5","Human"
"2613","CCL5","CCR5","Human"
"2614","CCL14","CCR5","Human"
"2615","CCL11","CCR5","Human"
"2616","CCL3","CCR5","Human"
"2617","CCL7","CCR5","Human"
"2618","CCL16","CCR5","Human"
"2619","CCL3L3","CCR5","Human"
"2620","IL16","CCR5","Human"
"2621","CCL4","CCR5","Human"
"2622","CCL8","CCR5","Human"
"2623","MDK","GPC2","Human"
"2624","FGF19","FGFR4","Human"
"2625","FGF21","FGFR4","Human"
"2626","FGF3","FGFR4","Human"
"2627","FGF5","FGFR4","Human"
"2628","FGF14","FGFR4","Human"
"2629","FGF11","FGFR4","Human"
"2630","FGF1","FGFR4","Human"
"2631","FGF17","FGFR4","Human"
"2632","FGF16","FGFR4","Human"
"2633","FGF13","FGFR4","Human"
"2634","FGF12","FGFR4","Human"
"2635","FGF9","FGFR4","Human"
"2636","FGF8","FGFR4","Human"
"2637","IL16","GRIN2C","Human"
"2638","L1CAM","ITGA5","Human"
"2639","PLAU","ITGA5","Human"
"2640","SPP1","ITGA5","Human"
"2641","CCN1","ITGA5","Human"
"2642","FGG","ITGA5","Human"
"2643","FGA","ITGA5","Human"
"2644","VEGFD","ITGA5","Human"
"2645","CCN2","ITGA5","Human"
"2646","FGB","ITGA5","Human"
"2647","FBN1","ITGA5","Human"
"2648","ANGPT1","ITGA5","Human"
"2649","COL18A1","ITGA5","Human"
"2650","ADAM15","ITGA5","Human"
"2651","ADAM17","ITGA5","Human"
"2652","ANGPTL3","ITGA5","Human"
"2653","FN1","ITGA5","Human"
"2654","CORT","SSTR5","Human"
"2655","GNAS","ADCY9","Human"
"2656","GNAI2","ADCY9","Human"
"2657","WNT8A","LRP5","Human"
"2658","SOST","LRP5","Human"
"2659","WNT7B","LRP5","Human"
"2660","WNT8B","LRP5","Human"
"2661","DKK1","LRP5","Human"
"2662","PSEN1","NCSTN","Human"
"2663","CGB5","LHCGR","Human"
"2664","GNAI2","LHCGR","Human"
"2665","CGB3","LHCGR","Human"
"2666","CGA","LHCGR","Human"
"2667","GNAS","LHCGR","Human"
"2668","GAS6","MERTK","Human"
"2669","PROS1","MERTK","Human"
"2670","CCK","CCKAR","Human"
"2671","YARS1","CXCR1","Human"
"2672","GNAI2","CXCR1","Human"
"2673","CXCL3","CXCR1","Human"
"2674","CXCL8","CXCR1","Human"
"2675","CXCL2","CXCR1","Human"
"2676","PPBP","CXCR1","Human"
"2677","CXCL5","CXCR1","Human"
"2678","CXCL1","CXCR1","Human"
"2679","IL17A","IL17RC","Human"
"2680","IL17F","IL17RC","Human"
"2681","FN1","IL17RC","Human"
"2682","CCL5","CCR1","Human"
"2683","CCL14","CCR1","Human"
"2684","CCL3","CCR1","Human"
"2685","CCL15","CCR1","Human"
"2686","CCL23","CCR1","Human"
"2687","CCL7","CCR1","Human"
"2688","CCL16","CCR1","Human"
"2689","CCL4","CCR1","Human"
"2690","CCL26","CCR1","Human"
"2691","CCL8","CCR1","Human"
"2692","CCL18","CCR1","Human"
"2693","PLAU","ITGB5","Human"
"2694","EDIL3","ITGB5","Human"
"2695","SORBS1","ITGB5","Human"
"2696","SPP1","ITGB5","Human"
"2697","TLN1","ITGB5","Human"
"2698","COL4A2","ITGB5","Human"
"2699","CCN1","ITGB5","Human"
"2700","ADAM9","ITGB5","Human"
"2701","COL18A1","ITGB5","Human"
"2702","ITGB3BP","ITGB5","Human"
"2703","LTBP3","ITGB5","Human"
"2704","LTBP1","ITGB5","Human"
"2705","MST1","MST1R","Human"
"2706","SHH","HHIP","Human"
"2707","COL4A6","ITGA2","Human"
"2708","COL4A5","ITGA2","Human"
"2709","LAMA2","ITGA2","Human"
"2710","LAMA1","ITGA2","Human"
"2711","LAMC3","ITGA2","Human"
"2712","COL6A1","ITGA2","Human"
"2713","COL4A4","ITGA2","Human"
"2714","COL11A1","ITGA2","Human"
"2715","COL6A2","ITGA2","Human"
"2716","COL4A3","ITGA2","Human"
"2717","COL2A1","ITGA2","Human"
"2718","VEGFD","ITGA2","Human"
"2719","MMP1","ITGA2","Human"
"2720","HSPG2","ITGA2","Human"
"2721","LAMB3","ITGA2","Human"
"2722","CHAD","ITGA2","Human"
"2723","COL1A2","ITGA2","Human"
"2724","COL4A1","ITGA2","Human"
"2725","FN1","ITGA2","Human"
"2726","COL7A1","ITGA2","Human"
"2727","COL3A1","ITGA2","Human"
"2728","F2","F2RL2","Human"
"2729","PLG","F2RL1","Human"
"2730","F2","F2RL1","Human"
"2731","NUCB2","ERAP1","Human"
"2732","TNF","TNFRSF21","Human"
"2733","IL22","IL22RA2","Human"
"2734","GNAS","ADCY1","Human"
"2735","GNAI2","ADCY1","Human"
"2736","TNFSF11","TNFRSF11B","Human"
"2737","TNFSF13","TNFRSF11B","Human"
"2738","FN1","TNFRSF11B","Human"
"2739","RLN2","RXFP2","Human"
"2740","RLN3","RXFP2","Human"
"2741","INSL3","RXFP2","Human"
"2742","RIMS1","SLC18A2","Human"
"2743","CXCL12","AVPR1A","Human"
"2744","AVP","AVPR1A","Human"
"2745","VIP","AVPR1A","Human"
"2746","FAT4","DCHS1","Human"
"2747","GALP","GALR1","Human"
"2748","NPY","MC4R","Human"
"2749","POMC","MC4R","Human"
"2750","ASIP","MC4R","Human"
"2751","ADM","GPR182","Human"
"2752","B2M","CD3D","Human"
"2753","HLA-A","CD3D","Human"
"2754","HLA-C","CD3D","Human"
"2755","HLA-B","CD3D","Human"
"2756","GAS6","AXL","Human"
"2757","PROS1","AXL","Human"
"2758","C4A","C3AR1","Human"
"2759","PDYN","MTNR1A","Human"
"2760","GNAI2","MTNR1A","Human"
"2761","AGT","MTNR1A","Human"
"2762","CXCL12","MTNR1A","Human"
"2763","CCL5","MTNR1A","Human"
"2764","CXCL11","MTNR1A","Human"
"2765","NMS","MTNR1A","Human"
"2766","APLN","MTNR1A","Human"
"2767","NPY","MTNR1A","Human"
"2768","CCL25","MTNR1A","Human"
"2769","POMC","MTNR1A","Human"
"2770","SAA1","MTNR1A","Human"
"2771","CALR","MTNR1A","Human"
"2772","CXCL8","MTNR1A","Human"
"2773","PYY","MTNR1A","Human"
"2774","CCL16","MTNR1A","Human"
"2775","CXCL2","MTNR1A","Human"
"2776","CXCL10","MTNR1A","Human"
"2777","PMCH","MTNR1A","Human"
"2778","CCL19","MTNR1A","Human"
"2779","CXCL1","MTNR1A","Human"
"2780","NPB","MTNR1A","Human"
"2781","PPY","MTNR1A","Human"
"2782","CXCL9","MTNR1A","Human"
"2783","CCL20","MTNR1A","Human"
"2784","NPW","MTNR1A","Human"
"2785","PENK","MTNR1A","Human"
"2786","CCL28","MTNR1A","Human"
"2787","RLN3","MTNR1A","Human"
"2788","CORT","MTNR1A","Human"
"2789","ANXA1","MTNR1A","Human"
"2790","SPP1","PTGER4","Human"
"2791","TAC1","TACR3","Human"
"2792","TAC3","TACR3","Human"
"2793","TAC4","TACR3","Human"
"2794","GNAS","PTGDR","Human"
"2795","TAC1","TACR1","Human"
"2796","TAC3","TACR1","Human"
"2797","TAC4","TACR1","Human"
"2798","LRPAP1","LRP8","Human"
"2799","RELN","LRP8","Human"
"2800","SORBS1","INSR","Human"
"2801","INS","INSR","Human"
"2802","AHSG","INSR","Human"
"2803","ARF1","INSR","Human"
"2804","GIP","INSR","Human"
"2805","IGF2","INSR","Human"
"2806","HRAS","INSR","Human"
"2807","CALM1","INSR","Human"
"2808","CD86","CTLA4","Human"
"2809","F2","GP9","Human"
"2810","DKK1","KREMEN2","Human"
"2811","SLIT2","ROBO4","Human"
"2812","FN1","ROBO4","Human"
"2813","ACE2","SLC6A19","Human"
"2814","GHRH","ADRB2","Human"
"2815","AVP","ADRB2","Human"
"2816","PTHLH","ADRB2","Human"
"2817","TF","ADRB2","Human"
"2818","POMC","ADRB2","Human"
"2819","RLN2","ADRB2","Human"
"2820","HSPA8","ADRB2","Human"
"2821","ADCYAP1","ADRB2","Human"
"2822","CALCA","ADRB2","Human"
"2823","ADM","ADRB2","Human"
"2824","CGA","ADRB2","Human"
"2825","GCG","ADRB2","Human"
"2826","VIP","ADRB2","Human"
"2827","ADM2","ADRB2","Human"
"2828","NPS","ADRB2","Human"
"2829","FSHB","ADRB2","Human"
"2830","CALCB","ADRB2","Human"
"2831","ACTR2","ADRB2","Human"
"2832","RLN3","ADRB2","Human"
"2833","GIP","ADRB2","Human"
"2834","INSL3","ADRB2","Human"
"2835","GNAI2","S1PR1","Human"
"2836","PDGFB","S1PR1","Human"
"2837","PENK","MRGPRX1","Human"
"2838","NMS","NMUR1","Human"
"2839","CD6","ALCAM","Human"
"2840","S100A9","ALCAM","Human"
"2841","CALM1","GRM5","Human"
"2842","TSLP","IL7R","Human"
"2843","PSAP","GPR37","Human"
"2844","GNAI2","CHRM1","Human"
"2845","LAMA3","SDC2","Human"
"2846","LAMA1","SDC2","Human"
"2847","TNFSF13","SDC2","Human"
"2848","HRAS","SDC2","Human"
"2849","SERPINC1","SDC2","Human"
"2850","FN1","SDC2","Human"
"2851","GNAI2","P2RY12","Human"
"2852","PLAU","MRC2","Human"
"2853","LGALS9","MRC2","Human"
"2854","CER1","MRC2","Human"
"2855","NPY","NPFFR2","Human"
"2856","CALM1","GP6","Human"
"2857","CRISP2","CATSPER1","Human"
"2858","SHBG","GPRC6A","Human"
"2859","XCL1","XCR1","Human"
"2860","XCL2","XCR1","Human"
"2861","CXCL2","XCR1","Human"
"2862","CD200","CD200R1","Human"
"2863","CALM1","AQP1","Human"
"2864","RARRES2","CMKLR1","Human"
"2865","LGALS9","HAVCR2","Human"
"2866","C1QA","CSPG4","Human"
"2867","C4B","CD46","Human"
"2868","IL20","IL20RA","Human"
"2869","IL24","IL20RA","Human"
"2870","IL19","IL20RA","Human"
"2871","EDN2","EDNRA","Human"
"2872","EDN3","EDNRA","Human"
"2873","EDN1","EDNRA","Human"
"2874","HLA-G","LILRB1","Human"
"2875","B2M","LILRB1","Human"
"2876","HLA-A","LILRB1","Human"
"2877","INS","LILRB1","Human"
"2878","HLA-C","LILRB1","Human"
"2879","HLA-B","LILRB1","Human"
"2880","SEMA4A","PLXND1","Human"
"2881","SEMA4D","MET","Human"
"2882","SEMA5A","MET","Human"
"2883","POMC","MC5R","Human"
"2884","ASIP","MC5R","Human"
"2885","TNF","ICOS","Human"
"2886","ICOSLG","ICOS","Human"
"2887","CXCL2","CXCR2","Human"
"2888","CXCL1","CXCR2","Human"
"2889","CD55","ADGRE2","Human"
"2890","GHRH","GHRHR","Human"
"2891","GHRL","GHRHR","Human"
"2892","IL17A","IL17RA","Human"
"2893","IL17F","IL17RA","Human"
"2894","SEMA4B","DCBLD2","Human"
"2895","GHRH","PTH1R","Human"
"2896","AVP","PTH1R","Human"
"2897","PTHLH","PTH1R","Human"
"2898","POMC","PTH1R","Human"
"2899","RLN2","PTH1R","Human"
"2900","ADCYAP1","PTH1R","Human"
"2901","CALCA","PTH1R","Human"
"2902","ADM","PTH1R","Human"
"2903","CGA","PTH1R","Human"
"2904","GCG","PTH1R","Human"
"2905","VIP","PTH1R","Human"
"2906","ADM2","PTH1R","Human"
"2907","NPS","PTH1R","Human"
"2908","FSHB","PTH1R","Human"
"2909","CALCB","PTH1R","Human"
"2910","RLN3","PTH1R","Human"
"2911","GIP","PTH1R","Human"
"2912","INSL3","PTH1R","Human"
"2913","UTS2B","UTS2R","Human"
"2914","PDX1","SLC2A2","Human"
"2915","AVP","OXTR","Human"
"2916","CD86","CD28","Human"
"2917","HLA-A","KIR3DL2","Human"
"2918","HLA-B","KIR3DL2","Human"
"2919","CCL16","CCR8","Human"
"2920","CCL4","CCR8","Human"
"2921","CCL18","CCR8","Human"
"2922","GHRH","VIPR1","Human"
"2923","AVP","VIPR1","Human"
"2924","PTHLH","VIPR1","Human"
"2925","POMC","VIPR1","Human"
"2926","RLN2","VIPR1","Human"
"2927","ADCYAP1","VIPR1","Human"
"2928","CALCA","VIPR1","Human"
"2929","ADM","VIPR1","Human"
"2930","CGA","VIPR1","Human"
"2931","GCG","VIPR1","Human"
"2932","VIP","VIPR1","Human"
"2933","ADM2","VIPR1","Human"
"2934","GNAS","VIPR1","Human"
"2935","NPS","VIPR1","Human"
"2936","FSHB","VIPR1","Human"
"2937","PTMA","VIPR1","Human"
"2938","CALM1","VIPR1","Human"
"2939","CALCB","VIPR1","Human"
"2940","RLN3","VIPR1","Human"
"2941","GIP","VIPR1","Human"
"2942","INSL3","VIPR1","Human"
"2943","GHRL","GPR39","Human"
"2944","IFNL2","IFNLR1","Human"
"2945","IFNL1","IFNLR1","Human"
"2946","IFNL3","IFNLR1","Human"
"2947","IL20","IL20RB","Human"
"2948","IL24","IL20RB","Human"
"2949","IL19","IL20RB","Human"
"2950","TNFSF18","TNFRSF18","Human"
"2951","CALM1","CNGA2","Human"
"2952","RLN2","RXFP3","Human"
"2953","RLN3","RXFP3","Human"
"2954","F11","GP1BA","Human"
"2955","GALP","GALR2","Human"
"2956","NPB","NPBWR1","Human"
"2957","APOD","LEPR","Human"
"2958","RTN4","RTN4RL1","Human"
"2959","DKK1","KREMEN1","Human"
"2960","DKK3","KREMEN1","Human"
"2961","OBP2A","OR1G1","Human"
"2962","BSG","SELE","Human"
"2963","AFDN","EPHB3","Human"
"2964","CCL25","CCR10","Human"
"2965","CCL7","CCR10","Human"
"2966","CCL28","CCR10","Human"
"2967","NPY","NPY2R","Human"
"2968","PYY","NPY2R","Human"
"2969","PPY","NPY2R","Human"
"2970","CXCL12","CCR4","Human"
"2971","CCL5","CCR4","Human"
"2972","CCL3","CCR4","Human"
"2973","NTN4","UNC5A","Human"
"2974","PTGS2","PTGDR2","Human"
"2975","FAM3C","LAMP1","Human"
"2976","AMELX","LAMP1","Human"
"2977","CORT","MRGPRX2","Human"
"2978","POMC","MC2R","Human"
"2979","ASIP","MC2R","Human"
"2980","F10","F3","Human"
"2981","IL6","F3","Human"
"2982","F7","F3","Human"
"2983","PTN","PTPRB","Human"
"2984","PDCD1LG2","PDCD1","Human"
"2985","CD274","PDCD1","Human"
"2986","CCK","CCKBR","Human"
"2987","B2M","KIR2DL1","Human"
"2988","HLA-A","KIR2DL1","Human"
"2989","HLA-C","KIR2DL1","Human"
"2990","BMP5","HJV","Human"
"2991","RGMA","HJV","Human"
"2992","BMP2","HJV","Human"
"2993","EFNA3","EPHA3","Human"
"2994","EFNA1","EPHA3","Human"
"2995","EFNA4","EPHA3","Human"
"2996","IL22","IL21R","Human"
"2997","NRG1","MS4A4A","Human"
"2998","CCN1","CAV1","Human"
"2999","PTGS2","CAV1","Human"
"3000","HRAS","CAV1","Human"
"3001","PLAU","PLAUR","Human"
"3002","MMP12","PLAUR","Human"
"3003","FN1","PLAUR","Human"
"3004","BMP8B","PLAUR","Human"
"3005","WNT5B","KLRG2","Human"
"3006","HLA-G","KIR2DL4","Human"
"3007","FGF21","FGFR3","Human"
"3008","FGF14","FGFR3","Human"
"3009","FGF1","FGFR3","Human"
